date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2020-12-04,10.18,10.28,10.18,10.28,10.28,22002.0,0.0,1.0
2020-12-07,10.28,10.42,10.28,10.42,10.42,19852.0,0.0,1.0
2020-12-08,10.4,10.44,10.3,10.39,10.39,137542.0,0.0,1.0
2020-12-09,10.45,10.92,10.44,10.67,10.67,56118.0,0.0,1.0
2020-12-10,10.01,10.79,10.01,10.77,10.77,24246.0,0.0,1.0
2020-12-11,10.77,10.83,10.65,10.8,10.8,18941.0,0.0,1.0
2020-12-14,10.84,10.85,10.73,10.775,10.775,46200.0,0.0,1.0
2020-12-15,10.775,10.775,10.775,10.775,10.775,76.0,0.0,1.0
2020-12-16,10.77,10.77,10.73,10.73,10.73,21799.0,0.0,1.0
2020-12-17,10.6996,10.74,10.6996,10.74,10.74,22604.0,0.0,1.0
2020-12-18,10.79,10.85,10.73,10.73,10.73,13159.0,0.0,1.0
2020-12-21,10.62,10.62,10.62,10.62,10.62,101.0,0.0,1.0
2020-12-22,10.75,10.85,10.61,10.61,10.61,38881.0,0.0,1.0
2020-12-23,10.85,10.85,10.75,10.85,10.85,45643.0,0.0,1.0
2020-12-24,11.18,11.19,11.05,11.05,11.05,8520.0,0.0,1.0
2020-12-28,11.2,11.2,10.74,10.87,10.87,37560.0,0.0,1.0
2020-12-29,10.85,10.85,10.68,10.7,10.7,59563.0,0.0,1.0
2020-12-30,10.8,11.12,10.8,11.05,11.05,6510.0,0.0,1.0
2020-12-31,10.95,10.95,10.89,10.89,10.89,998.0,0.0,1.0
2021-01-04,10.84,11.19,10.84,11.11,11.11,2627.0,0.0,1.0
2021-01-05,10.82,11.45,10.82,11.365,11.365,59780.0,0.0,1.0
2021-01-06,12.63,13.6,12.25,13.09,13.09,351800.0,0.0,1.0
2021-01-07,13.58,13.58,12.95,13.3,13.3,101682.0,0.0,1.0
2021-01-08,14.1,14.5,12.7,12.81,12.81,143633.0,0.0,1.0
2021-01-11,12.86,13.3,12.48,12.55,12.55,118225.0,0.0,1.0
2021-01-12,12.68,12.78,12.51,12.62,12.62,48547.0,0.0,1.0
2021-01-13,12.8,12.8,12.49,12.49,12.49,43507.0,0.0,1.0
2021-01-14,12.65,13.92,12.45,12.53,12.53,228369.0,0.0,1.0
2021-01-15,12.55,12.56,12.15,12.27,12.27,8690.0,0.0,1.0
2021-01-19,12.76,12.76,12.23,12.34,12.34,26927.0,0.0,1.0
2021-01-20,12.45,13.27,12.45,13.27,13.27,37162.0,0.0,1.0
2021-01-21,13.175,13.175,12.66,12.66,12.66,23652.0,0.0,1.0
2021-01-22,12.64,12.68,12.51,12.51,12.51,3898.0,0.0,1.0
2021-01-25,12.725,12.75,12.17,12.23,12.23,48543.0,0.0,1.0
2021-01-26,12.27,12.27,11.965,12.03,12.03,6554.0,0.0,1.0
2021-01-27,11.85,11.85,11.53,11.53,11.53,16111.0,0.0,1.0
2021-01-28,11.6,11.78,11.33,11.33,11.33,298359.0,0.0,1.0
2021-01-29,11.46,11.66,11.37,11.37,11.37,18382.0,0.0,1.0
2021-02-01,11.82,12.07,11.69,11.99,11.99,19235.0,0.0,1.0
2021-02-02,12.17,12.61,12.135,12.49,12.49,24084.0,0.0,1.0
2021-02-03,12.54,12.64,12.5,12.51,12.51,11638.0,0.0,1.0
2021-02-04,12.63,12.66,12.33,12.36,12.36,9673.0,0.0,1.0
2021-02-05,12.3,12.51,12.13,12.3,12.3,10768.0,0.0,1.0
2021-02-08,12.28,12.28,12.0,12.04,12.04,8038.0,0.0,1.0
2021-02-09,12.0,12.04,11.87,11.89,11.89,17938.0,0.0,1.0
2021-02-10,11.91,12.3899,11.91,12.06,12.06,5833.0,0.0,1.0
2021-02-11,11.88,14.26,11.86,14.07,14.07,71241.0,0.0,1.0
2021-02-12,13.0,14.23,13.0,13.964,13.964,44092.0,0.0,1.0
2021-02-16,13.7,14.9999,13.69,14.53,14.53,13549.0,0.0,1.0
2021-02-17,14.27,14.82,14.19,14.39,14.39,8484.0,0.0,1.0
2021-02-18,14.54,14.62,14.07,14.07,14.07,11272.0,0.0,1.0
2021-02-19,14.49,14.49,13.83,13.89,13.89,12471.0,0.0,1.0
2021-02-22,13.8,13.9,13.56,13.6,13.6,18025.0,0.0,1.0
2021-02-23,13.5,13.55,12.87,13.27,13.27,13689.0,0.0,1.0
2021-02-24,13.23,13.33,13.1576,13.2,13.2,10995.0,0.0,1.0
2021-02-25,13.12,13.1807,12.62,12.85,12.85,5694.0,0.0,1.0
2021-02-26,12.99,12.99,12.5,12.5,12.5,105146.0,0.0,1.0
2021-03-01,12.9,12.9,12.7401,12.7401,12.7401,479.0,0.0,1.0
2021-03-02,12.8,12.835,12.36,12.42,12.42,8125.0,0.0,1.0
2021-03-03,12.4,12.4,11.3,11.32,11.32,17241.0,0.0,1.0
2021-03-04,11.53,12.29,11.0,11.5,11.5,4453.0,0.0,1.0
2021-03-05,11.4,11.68,11.02,11.68,11.68,18357.0,0.0,1.0
2021-03-08,11.8168,12.3,11.55,11.56,11.56,8620.0,0.0,1.0
2021-03-09,12.15,12.15,11.9092,11.9968,11.9968,1579.0,0.0,1.0
2021-03-10,12.0,12.0,11.8,11.8,11.8,1105.0,0.0,1.0
2021-03-11,11.825,12.0,11.825,11.99,11.99,2565.0,0.0,1.0
2021-03-12,11.58,11.58,11.58,11.58,11.58,648.0,0.0,1.0
2021-03-15,11.58,12.1,11.58,11.74,11.74,3031.0,0.0,1.0
2021-03-16,11.99,11.99,11.58,11.58,11.58,1364.0,0.0,1.0
2021-03-17,11.75,11.9199,11.42,11.44,11.44,8005.0,0.0,1.0
2021-03-18,11.56,11.86,11.5,11.5,11.5,2200.0,0.0,1.0
2021-03-19,11.8104,11.8104,11.44,11.45,11.45,1196.0,0.0,1.0
2021-03-22,11.45,11.93,11.26,11.26,11.26,524.0,0.0,1.0
2021-03-23,11.505,11.505,11.0,11.07,11.07,3192.0,0.0,1.0
2021-03-24,11.0899,11.0899,10.79,10.79,10.79,1411.0,0.0,1.0
2021-03-25,10.74,10.87,10.74,10.87,10.87,3423.0,0.0,1.0
2021-03-26,10.87,10.89,10.87,10.89,10.89,300.0,0.0,1.0
2021-03-29,11.13,11.13,11.02,11.09,11.09,925.0,0.0,1.0
2021-03-30,10.8901,11.02,10.89,11.02,11.02,1852.0,0.0,1.0
2021-03-31,10.8,11.0,10.8,10.99,10.99,2064.0,0.0,1.0
2021-04-01,11.16,11.1642,11.093,11.155,11.155,1661.0,0.0,1.0
2021-04-05,11.15,11.15,11.04,11.13,11.13,1461.0,0.0,1.0
2021-04-06,11.005,11.1284,11.005,11.1199,11.1199,3455.0,0.0,1.0
2021-04-07,10.9,11.0,10.89,11.0,11.0,510.0,0.0,1.0
2021-04-08,10.87,10.9402,10.87,10.9176,10.9176,865.0,0.0,1.0
2021-04-09,10.9,11.015,10.9,10.95,10.95,401.0,0.0,1.0
2021-04-12,11.0,11.1299,10.8928,10.8928,10.8928,1005.0,0.0,1.0
2021-04-13,11.0,11.1022,10.966,10.966,10.966,1816.0,0.0,1.0
2021-04-14,10.99,11.0,10.9,10.9,10.9,1574.0,0.0,1.0
2021-04-15,10.89,10.89,10.8176,10.8176,10.8176,620.0,0.0,1.0
2021-04-16,10.8176,10.8176,10.8176,10.8176,10.8176,0.0,0.0,1.0
2021-04-19,10.82,10.85,10.61,10.61,10.61,785.0,0.0,1.0
2021-04-20,10.75,10.75,10.75,10.75,10.75,191.0,0.0,1.0
2021-04-21,10.75,10.75,10.75,10.75,10.75,341.0,0.0,1.0
2021-04-22,10.75,10.8999,10.75,10.7687,10.7687,950.0,0.0,1.0
2021-04-23,10.7687,10.7687,10.7687,10.7687,10.7687,8.0,0.0,1.0
2021-04-26,10.83,11.06,10.83,10.92,10.92,3850.0,0.0,1.0
2021-04-27,10.975,10.975,10.9,10.9,10.9,825.0,0.0,1.0
2021-04-28,10.97,11.0393,10.8701,10.8701,10.8701,1032.0,0.0,1.0
2021-04-29,10.775,11.0384,10.775,11.0384,11.0384,1007.0,0.0,1.0
2021-04-30,11.0599,11.0599,11.0599,11.0599,11.0599,245.0,0.0,1.0
2021-05-03,11.55,11.55,11.04,11.04,11.04,1412.0,0.0,1.0
2021-05-04,11.04,11.04,10.9,10.9,10.9,1350.0,0.0,1.0
2021-05-05,11.09,12.24,10.96,10.96,10.96,3356.0,0.0,1.0
2021-05-06,10.96,10.96,10.96,10.96,10.96,67.0,0.0,1.0
2021-05-07,10.91,11.25,10.91,11.0,11.0,1606.0,0.0,1.0
2021-05-10,11.3,11.3,10.9,10.9,10.9,1257.0,0.0,1.0
2021-05-11,10.76,10.9505,10.76,10.9505,10.9505,960.0,0.0,1.0
2021-05-12,10.96,12.0,10.85,10.94,10.94,1850.0,0.0,1.0
2021-05-13,10.85,10.85,10.78,10.78,10.78,3695.0,0.0,1.0
2021-05-14,10.78,10.78,10.78,10.78,10.78,15.0,0.0,1.0
2021-05-17,10.05,10.55,9.922,10.55,10.55,607.0,0.0,1.0
2021-05-18,10.99,10.99,10.98,10.98,10.98,401.0,0.0,1.0
2021-05-19,10.59,10.975,10.1524,10.975,10.975,2411.0,0.0,1.0
2021-05-20,10.975,10.975,10.975,10.975,10.975,1.0,0.0,1.0
2021-05-21,10.975,10.975,10.975,10.975,10.975,1.0,0.0,1.0
2021-05-24,10.95,10.95,10.95,10.95,10.95,350.0,0.0,1.0
2021-05-25,10.95,10.95,10.9,10.9,10.9,500.0,0.0,1.0
2021-05-26,10.9,10.9,10.9,10.9,10.9,1.0,0.0,1.0
2021-05-27,10.97,10.9947,10.9,10.9,10.9,2000.0,0.0,1.0
2021-05-28,10.95,10.95,10.95,10.95,10.95,610.0,0.0,1.0
2021-06-01,11.89,11.89,11.0,11.2129,11.2129,4852.0,0.0,1.0
2021-06-02,11.09,11.19,10.98,10.98,10.98,2750.0,0.0,1.0
2021-06-03,10.96,11.0799,10.96,11.05,11.05,840.0,0.0,1.0
2021-06-04,11.09,11.8,11.05,11.8,11.8,2320.0,0.0,1.0
2021-06-07,11.78,11.78,11.0201,11.12,11.12,3082.0,0.0,1.0
2021-06-08,11.06,11.425,11.06,11.425,11.425,410.0,0.0,1.0
2021-06-09,11.425,11.425,11.425,11.425,11.425,1.0,0.0,1.0
2021-06-10,11.425,11.425,11.425,11.425,11.425,158.0,0.0,1.0
2021-06-11,11.62,11.62,11.62,11.62,11.62,200.0,0.0,1.0
2021-06-14,11.5,11.5,11.2,11.2,11.2,2430.0,0.0,1.0
2021-06-15,11.01,11.01,11.01,11.01,11.01,100.0,0.0,1.0
2021-06-16,11.1,11.25,11.1,11.1,11.1,520.0,0.0,1.0
2021-06-17,11.1,11.1,11.1,11.1,11.1,20.0,0.0,1.0
2021-06-18,11.24,11.24,10.8968,10.91,10.91,557.0,0.0,1.0
2021-06-21,10.91,10.91,10.91,10.91,10.91,10.0,0.0,1.0
2021-06-22,10.91,10.91,10.91,10.91,10.91,101.0,0.0,1.0
2021-06-23,10.91,10.91,10.91,10.91,10.91,7.0,0.0,1.0
2021-06-24,10.9,11.0276,10.875,10.9101,10.9101,603.0,0.0,1.0
2021-06-25,10.95,10.95,10.95,10.95,10.95,200.0,0.0,1.0
2021-06-28,10.95,11.26,10.95,11.26,11.26,2423.0,0.0,1.0
2021-06-29,11.0,11.245,11.0,11.245,11.245,1105.0,0.0,1.0
2021-06-30,10.96,11.009,10.89,10.89,10.89,19104.0,0.0,1.0
2021-07-01,10.89,10.89,10.89,10.89,10.89,0.0,0.0,1.0
2021-07-02,10.89,10.89,10.89,10.89,10.89,61.0,0.0,1.0
2021-07-06,10.89,10.89,10.89,10.89,10.89,0.0,0.0,1.0
2021-07-07,10.89,10.89,10.89,10.89,10.89,70.0,0.0,1.0
2021-07-08,10.89,10.89,10.89,10.89,10.89,1.0,0.0,1.0
2021-07-09,10.76,10.76,10.76,10.76,10.76,225.0,0.0,1.0
2021-07-12,10.5,10.5,10.2,10.2201,10.2201,37413.0,0.0,1.0
2021-07-13,10.21,10.234,10.2,10.2,10.2,5101.0,0.0,1.0
2021-07-14,10.21,10.3,10.21,10.27,10.27,2711.0,0.0,1.0
2021-07-15,10.2888,10.2888,10.26,10.2601,10.2601,5121.0,0.0,1.0
2021-07-16,10.2601,10.2601,10.2601,10.2601,10.2601,20.0,0.0,1.0
2021-07-19,10.25,10.25,10.25,10.25,10.25,910.0,0.0,1.0
2021-07-20,10.24,10.53,10.23,10.25,10.25,2568.0,0.0,1.0
2021-07-21,10.2,10.25,10.1,10.1,10.1,2288.0,0.0,1.0
2021-07-22,10.1,10.1,10.1,10.1,10.1,540.0,0.0,1.0
2021-07-23,10.1,10.1,10.1,10.1,10.1,8.0,0.0,1.0
2021-07-26,10.1,10.545,10.1,10.2319,10.2319,1109.0,0.0,1.0
2021-07-27,10.13,10.13,9.99,9.99,9.99,200.0,0.0,1.0
2021-07-28,9.99,10.32,9.99,10.32,10.32,600.0,0.0,1.0
2021-07-29,10.32,10.32,10.32,10.32,10.32,0.0,0.0,1.0
2021-07-30,10.32,10.32,10.32,10.32,10.32,69.0,0.0,1.0
2021-08-02,10.32,10.34,10.32,10.34,10.34,370.0,0.0,1.0
2021-08-03,10.34,10.34,10.34,10.34,10.34,0.0,0.0,1.0
2021-08-04,10.16,10.2,10.16,10.2,10.2,760.0,0.0,1.0
2021-08-05,10.2,10.2,10.2,10.2,10.2,61.0,0.0,1.0
2021-08-06,10.13,10.1495,10.13,10.14,10.14,1560.0,0.0,1.0
2021-08-09,10.2001,10.22,10.2001,10.22,10.22,2225.0,0.0,1.0
2021-08-10,10.22,10.22,10.22,10.22,10.22,0.0,0.0,1.0
2021-08-11,10.22,10.22,10.22,10.22,10.22,50.0,0.0,1.0
